50;Torba Boreal;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
51;Torba Saffron;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
52;Torba Muse;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
53;Torba Zetta;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
54;Torba Horizon;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
55;Torba Nova;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
56;Torba Onda;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
57;Torba Nimbus;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
58;Torba Modo-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
59;Torba Umber;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
60;Torba Pixel;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
61;Torba Muse-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
62;Torba Zephyr;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
63;Torba Beryl;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
64;Torba Quartz;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
65;Torba Vesper;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
66;Torba Vega;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
67;Torba Carmine;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;fioletowy
68;Torba Saffron-2;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;czarny
69;Torba Crest;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;fioletowy
70;Torba Lacuna;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
71;Torba Rocca;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
72;Torba Rocca;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
73;Torba Crest-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
74;Torba Beryl-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
75;Torba Onda-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
76;Torba Kite;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
77;Torba Iris;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
78;Torba Kairo;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
79;Torba Beryl-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
80;Torba Nova-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
81;Torba Quartz-2;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;brązowy
82;Torba Prism;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
83;Torba Zephyr-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
84;Torba Quartz-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
85;Torba Noir;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
86;Torba Lacuna-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
87;Torba Clove;M_ Saszetki;Akcesoria;Całoroczne;ModaPolska;Miejski;Niska cena;CarryAll;brązowy
88;Torba Iris-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
89;Torba Indigo;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
90;Torba Juno;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
91;Torba Umber-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
92;Torba Vento;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
93;Torba Solace;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
94;Torba Saffron-3;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;brązowy
95;Torba Pulse;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
96;Torba Boreal-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
97;Torba Zetta-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
98;Torba Atlas;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
99;Torba Cobalt;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
100;Torba Cobalt;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
101;Torba Pixel-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
102;Torba Pulse-2;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;brązowy
103;Torba Solace-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
104;Torba Solace-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
105;Torba Sierra;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
106;Torba Pulse-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
107;Torba Astra;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
108;Torba Modo-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
109;Torba Rune;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
110;Torba Echo;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
111;Torba Lacuna-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
112;Torba Boreal-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
113;Torba Flint;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
114;Torba Pulse-4;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;czarny
115;Torba Zephyr-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
116;Torba Sierra-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
117;Torba Aurora;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
118;Torba Sierra-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
119;Torba Prism-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
120;Torba Prism-3;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;żółty
121;Torba Umber-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
122;Torba Quartz-4;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;czarny
123;Torba Zetta-3;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;żółty
124;Torba Nesta-2;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;brązowy
125;Torba Prism-4;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;żółty
126;Torba Carmine-2;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;czarny
127;Torba Quartz-5;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;fioletowy
128;Torba Vesper-2;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;czarny
129;Torba Juno-2;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;żółty
130;Torba Vega-2;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;ND
131;Torba Flint-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
132;Torba Echo-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
133;Torba Lumen;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
134;Torba Solace-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
135;Torba Umber-4;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
136;Torba Sable;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
137;Torba Quartz-6;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
138;Torba Glint-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
139;Torba Juno-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
140;Torba Nova-3;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;brązowy
141;Torba Pixel-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
142;Torba Pixel-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
143;Torba Juno-4;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
144;Torba Boreal-4;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
145;Torba Juno-5;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
146;Torba Carmine-3;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;brązowy
147;Torba Atlas-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
148;Torba Carmine-4;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
149;Torba Prism-5;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
150;Torba Rune-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
151;Torba Rune-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
152;Torba Lyra;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
153;Torba Lyra;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
154;Torba Orion;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
155;Torba Horizon-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
156;Torba Solace-4;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;ND
157;Torba Onda-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
158;Torba Opal;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
159;Torba Opal;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
160;Torba Nesta-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
161;Torba Kite-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
162;Torba Linea;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
163;Torba Linea;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
164;Torba Glint-3;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;ND
165;Torba Vega-3;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;brązowy
166;Torba Indigo-2;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;ND
167;Torba Vista-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
168;Torba Aria-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
169;Torba Glint-4;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
170;Torba Nesta-4;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
171;Torba Rocca-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
172;Torba Rune-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
173;Torba Solace-5;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
174;Torba Umber-5;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
175;Torba Noir-2;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;fioletowy
176;Torba Carmine-5;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
177;Torba Vesper-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
178;Torba Prism-6;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
179;Torba Linea-2;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;czarny
180;Torba Umber-6;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;czarny
181;Torba Kite-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
182;Torba Ravel;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
183;Torba Kite-4;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;fioletowy
184;Torba Vista-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
185;Torba Vista-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
186;Torba Cobalt-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
187;Torba Saffron-4;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
188;Torba Iris-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
189;Torba Orion-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
190;Torba Lumen-2;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;czarny
191;Torba Atlas-3;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;ND
192;Torba Pixel-4;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;czarny
193;Torba Delta;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;brązowy
194;Torba Zetta-4;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;ND
195;Torba Quartz-7;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;brązowy
196;Torba Delta-2;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;ND
197;Torba Saffron-5;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
198;Torba Kairo-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
199;Torba Kairo-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
200;Torba Kairo-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
201;Torba Kairo-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
202;Torba Vesper-4;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
203;Torba Vesper-4;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
204;Torba Vesper-4;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
205;Torba Vesper-4;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
206;Torba Vesper-4;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
207;Torba Vesper-4;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
208;Torba Vento-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
209;Torba Vento-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
210;Torba Vento-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
211;Torba Flint-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
212;Torba Flint-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
213;Torba Flint-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
214;Torba Vesper-5;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
215;Torba Zetta-5;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
216;Torba Vesper-6;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
217;Torba Nimbus-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
218;Torba Saffron-6;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
219;Torba Astra-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
220;Torba Astra-2;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;czarny
221;Torba Echo-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
222;Torba Rune-4;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;fioletowy
223;Torba Lacuna-4;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;ND
224;Torba Boreal-5;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;fioletowy
225;Torba Lyra-2;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;żółty
226;Torba Beryl-4;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;fioletowy
227;Torba Aero;M_ Torba;Akcesoria;Całoroczne;Sportico;Miejski;Standard;CarryAll;ND
228;Torba Atlas-4;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;brązowy
229;Torba Atlas-4;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
230;Torba Horizon-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
231;Torba Lumen-3;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;żółty
232;Torba Iris-4;K_ Torba;Akcesoria;Całoroczne;Eleganza;Miejski;Standard;CarryAll;ND
